seqname	type	start	end	strand	feature_id
Chr4	gene	11707370	11709932	-	AT4G22100
Chr4	gene	11710218	11710608	-	AT4G22105
Chr4	gene	11711314	11714228	-	AT4G22110
Chr4	gene	11714743	11715167	-	AT4G22115
Chr4	gene	11715776	11719828	-	AT4G22120
Chr4	gene	11723513	11727673	+	AT4G22130
Chr4	gene	11727726	11730509	-	AT4G22140
Chr4	gene	11731138	11732901	-	AT4G22150
Chr4	gene	11733123	11734027	+	AT4G22160
Chr4	gene	11734328	11735419	+	AT4G22165
Chr4	gene	11736653	11737744	+	AT4G22170
Chr4	gene	11738574	11739782	+	AT4G22180
Chr4	gene	11741855	11743318	-	AT4G22190
Chr4	gene	11746513	11750698	-	AT4G22200
Chr4	gene	11752468	11752816	+	AT4G22210
Chr4	gene	11753986	11754688	+	AT4G22212
Chr4	gene	11755310	11756195	+	AT4G22214
Chr4	gene	11758608	11759072	+	AT4G22217
Chr4	gene	11759155	11760960	-	AT4G22220
Chr4	gene	11762292	11762688	+	AT4G22230
Chr4	gene	11763454	11763985	-	AT4G22233
Chr4	gene	11763625	11764328	+	AT4G22235
Chr4	gene	11765803	11767304	-	AT4G22240
Chr4	gene	11767513	11768452	-	AT4G22250
Chr4	gene	11769754	11772516	-	AT4G22260
Chr4	gene	11774461	11774496	-	AT4G22265
Chr4	gene	11773328	11776039	+	AT4G22270
Chr4	gene	11775969	11778123	-	AT4G22280
Chr4	gene	11778763	11782680	-	AT4G22285
Chr4	gene	11782905	11785816	-	AT4G22290
Chr4	gene	11787313	11789280	-	AT4G22300
Chr4	gene	11789332	11791191	-	AT4G22305
Chr4	gene	11791321	11792876	+	AT4G22310
Chr4	gene	11792874	11794778	-	AT4G22320
Chr4	gene	11797567	11799856	+	AT4G22330
Chr4	gene	11799959	11803445	-	AT4G22340
Chr4	gene	11803831	11807258	-	AT4G22350
Chr4	gene	11807660	11810117	+	AT4G22360
Chr4	gene	11810005	11811214	-	AT4G22370
Chr4	gene	11811750	11813000	-	AT4G22380
Chr4	gene	11813425	11815133	-	AT4G22390
Chr4	gene	11816729	11817912	+	AT4G22400
Chr4	gene	11818213	11820135	-	AT4G22410
Chr4	gene	11825614	11826432	-	AT4G22420
Chr4	gene	11827622	11829041	+	AT4G22430
Chr4	gene	11831024	11832268	+	AT4G22440
Chr4	gene	11839160	11839561	-	AT4G22460
Chr4	gene	11840134	11841450	-	AT4G22470
Chr4	gene	11844506	11846476	-	AT4G22485
Chr4	gene	11849701	11850331	-	AT4G22490
Chr4	gene	11851228	11853018	-	AT4G22505
Chr4	gene	11855048	11857072	-	AT4G22510
Chr4	gene	11854809	11855366	+	AT4G22513
Chr4	gene	11856743	11857313	+	AT4G22517
Chr4	gene	11858614	11858970	+	AT4G22520
Chr4	gene	11859004	11860208	-	AT4G22530
Chr4	gene	11860444	11866364	-	AT4G22540
Chr4	gene	11878137	11878920	-	AT4G22550
Chr4	gene	11880119	11881072	+	AT4G22560
Chr4	gene	11882126	11885421	-	AT4G22570
Chr4	gene	11889098	11890725	-	AT4G22580
Chr4	gene	11893499	11896480	-	AT4G22590
Chr4	gene	11893499	11896480	-	AT4G22592
Chr4	gene	11900211	11901032	-	AT4G22600
Chr4	gene	11902105	11902642	-	AT4G22610
Chr4	gene	11907631	11908113	+	AT4G22620
Chr4	gene	11909368	11909945	+	AT4G22630
Chr4	gene	11910289	11910362	+	AT4G22635
Chr4	gene	11911600	11912107	+	AT4G22640
Chr4	gene	11913557	11914027	+	AT4G22650
Chr4	gene	11914981	11916171	-	AT4G22660
Chr4	gene	11917057	11917879	+	AT4G22666
Chr4	gene	11918080	11920910	+	AT4G22670
Chr4	gene	11922340	11924216	-	AT4G22680
Chr4	gene	11929359	11931693	+	AT4G22690
Chr4	gene	11933297	11933886	+	AT4G22700
Chr4	gene	11934969	11936755	+	AT4G22710
Chr4	gene	11936942	11938966	+	AT4G22720
Chr4	gene	11941131	11943885	+	AT4G22730
Chr4	gene	11943849	11945956	-	AT4G22740
Chr4	gene	11947313	11948757	-	AT4G22745
Chr4	gene	11949180	11951424	-	AT4G22750
Chr4	gene	11949164	11953648	-	AT4G22753
Chr4	gene	11954741	11954813	-	AT4G22754
Chr4	gene	11954840	11956813	-	AT4G22756
Chr4	gene	11958310	11960036	+	AT4G22758
Chr4	gene	11960553	11962289	+	AT4G22760
Chr4	gene	11963628	11965684	-	AT4G22770
Chr4	gene	11968276	11971149	-	AT4G22780
Chr4	gene	11974941	11975021	+	AT4G22785
Chr4	gene	11975031	11976748	-	AT4G22790
Chr4	gene	11978005	11983071	-	AT4G22800
Chr4	gene	11984140	11985702	+	AT4G22810
Chr4	gene	11987705	11989006	-	AT4G22820
Chr4	gene	11990064	11991428	-	AT4G22830
Chr4	gene	11991497	11993770	-	AT4G22840
Chr4	gene	11994014	11996229	+	AT4G22850
Chr4	gene	11997393	12001631	+	AT4G22860
Chr4	gene	12001884	12002801	-	AT4G22870
Chr4	gene	12004768	12006209	-	AT4G22880
Chr4	gene	12006986	12009520	+	AT4G22890
Chr4	gene	12010177	12011356	+	AT4G22900
Chr4	gene	12012677	12016011	+	AT4G22910
Chr4	gene	12016525	12018492	-	AT4G22920
Chr4	gene	12018884	12021591	+	AT4G22930
Chr4	gene	12021763	12023467	-	AT4G22940
Chr4	gene	12023915	12027421	-	AT4G22950
Chr4	gene	12030020	12033137	+	AT4G22960
Chr4	gene	12033437	12043728	-	AT4G22970
Chr4	gene	12043966	12045701	-	AT4G22980
Chr4	gene	12048186	12051796	-	AT4G22990
Chr4	gene	12054455	12060028	+	AT4G23000
Chr4	gene	12060131	12062858	-	AT4G23010
Chr4	gene	12066173	12068538	-	AT4G23020
Chr4	gene	12072857	12074365	+	AT4G23030
Chr4	gene	12075551	12078742	-	AT4G23040
Chr4	gene	12080060	12084256	+	AT4G23050
Chr4	gene	12087203	12090575	+	AT4G23060
Chr4	gene	12090690	12092077	-	AT4G23070
Chr4	gene	12096786	12098888	+	AT4G23080
Chr4	gene	12100391	12101483	-	AT4G23090
Chr4	gene	12102135	12107460	-	AT4G23100
Chr4	gene	12108570	12108734	-	AT4G23103
Chr4	gene	12110857	12111570	+	AT4G23110
Chr4	gene	12113308	12115523	+	AT4G23120
Chr4	gene	12117541	12120134	-	AT4G23130
Chr4	gene	12121383	12124205	+	AT4G23140
Chr4	gene	12125731	12128332	+	AT4G23150
Chr4	gene	12129485	12134187	+	AT4G23160
Chr4	gene	12135093	12136157	+	AT4G23170
Chr4	gene	12138137	12140921	+	AT4G23180
Chr4	gene	12141032	12143833	-	AT4G23190
Chr4	gene	12145380	12147934	-	AT4G23200
Chr4	gene	12144243	12144958	-	AT4G23205
Chr4	gene	12148714	12151479	-	AT4G23210
Chr4	gene	12153956	12157091	-	AT4G23220
Chr4	gene	12157569	12160270	-	AT4G23230
Chr4	gene	12160502	12161954	-	AT4G23240
Chr4	gene	12162004	12167026	-	AT4G23250
Chr4	gene	12167354	12170086	-	AT4G23260
Chr4	gene	12171103	12173925	+	AT4G23270
Chr4	gene	12173944	12174045	-	AT4G23271
Chr4	gene	12174740	12177471	+	AT4G23280
Chr4	gene	12177738	12180826	-	AT4G23290
Chr4	gene	12181932	12184704	+	AT4G23300
Chr4	gene	12185737	12188763	+	AT4G23310
Chr4	gene	12189182	12191977	-	AT4G23320
Chr4	gene	12192115	12195019	+	AT4G23330
Chr4	gene	12195453	12196793	-	AT4G23340
Chr4	gene	12197313	12199200	-	AT4G23350
Chr4	gene	12200269	12204792	-	AT4G23360
Chr4	gene	12206362	12213435	-	AT4G23370
Chr4	gene	12214069	12214167	-	AT4G23375
Chr4	gene	12214667	12216333	-	AT4G23380
Chr4	gene	12217447	12217527	-	AT4G23387
Chr4	gene	12217806	12219713	-	AT4G23390
Chr4	gene	12220743	12222371	+	AT4G23400
Chr4	gene	12223953	12225323	+	AT4G23410
Chr4	gene	12225515	12228718	+	AT4G23420
Chr4	gene	12229026	12231658	+	AT4G23430
Chr4	gene	12233194	12233475	-	AT4G23432
Chr4	gene	12237765	12240826	+	AT4G23440
Chr4	gene	12240803	12242706	-	AT4G23450
Chr4	gene	12243671	12248950	-	AT4G23460
Chr4	gene	12249049	12251396	+	AT4G23470
Chr4	gene	12251431	12254270	-	AT4G23490
Chr4	gene	12256180	12257039	-	AT4G23493
Chr4	gene	12257676	12258411	-	AT4G23496
Chr4	gene	12264590	12267196	+	AT4G23500
Chr4	gene	12267516	12270543	-	AT4G23510
Chr4	gene	12271382	12272842	-	AT4G23515
Chr4	gene	12274457	12276219	-	AT4G23520
Chr4	gene	12279075	12280851	+	AT4G23530
Chr4	gene	12280413	12286420	-	AT4G23540
Chr4	gene	12291820	12293096	+	AT4G23550
Chr4	gene	12293332	12295859	-	AT4G23560
Chr4	gene	12299823	12302719	+	AT4G23570
Chr4	gene	12304246	12305397	-	AT4G23580
Chr4	gene	12307126	12309647	+	AT4G23590
Chr4	gene	12310619	12313212	+	AT4G23600
Chr4	gene	12314025	12314829	+	AT4G23610
Chr4	gene	12314583	12316715	-	AT4G23620
Chr4	gene	12317059	12319937	+	AT4G23630
Chr4	gene	12320110	12320193	+	AT4G23635
Chr4	gene	12320152	12324486	-	AT4G23640
Chr4	gene	12324758	12327459	-	AT4G23650
Chr4	gene	12327694	12331679	-	AT4G23660
Chr4	gene	12332560	12333804	-	AT4G23670
Chr4	gene	12336186	12337482	-	AT4G23680
Chr4	gene	12338871	12339747	-	AT4G23690
Chr4	gene	12342428	12346043	-	AT4G23700
Chr4	gene	12350089	12351624	+	AT4G23710
Chr4	gene	12352956	12353131	+	AT4G23713
Chr4	gene	12358675	12359857	+	AT4G23720
Chr4	gene	12362484	12365098	+	AT4G23730
Chr4	gene	12366386	12369338	+	AT4G23740
Chr4	gene	12376194	12378024	+	AT4G23750
Chr4	gene	12381845	12383034	+	AT4G23760
Chr4	gene	12383311	12384496	-	AT4G23770
Chr4	gene	12386353	12386799	-	AT4G23780
Chr4	gene	12387840	12389791	+	AT4G23790
Chr4	gene	12390167	12392710	+	AT4G23800
Chr4	gene	12392370	12393982	-	AT4G23810
Chr4	gene	12397038	12400091	-	AT4G23820
Chr4	gene	12400345	12403403	+	AT4G23840
Chr4	gene	12403454	12408335	-	AT4G23850
Chr4	gene	12409007	12411570	+	AT4G23860
Chr4	gene	12414230	12415049	+	AT4G23870
Chr4	gene	12415677	12416450	-	AT4G23880
Chr4	gene	12417553	12418893	+	AT4G23882
Chr4	gene	12419394	12420467	+	AT4G23885
Chr4	gene	12420414	12421464	-	AT4G23890
Chr4	gene	12422087	12426475	+	AT4G23895
Chr4	gene	12424451	12426528	+	AT4G23900
Chr4	gene	12426560	12429461	+	AT4G23910
Chr4	gene	12429599	12429671	+	AT4G23915
Chr4	gene	12431277	12433864	+	AT4G23920
Chr4	gene	12435946	12436712	-	AT4G23930
Chr4	gene	12437108	12441968	+	AT4G23940
Chr4	gene	12442047	12444547	+	AT4G23950
Chr4	gene	12444765	12445323	+	AT4G23960
Chr4	gene	12445378	12445680	-	AT4G23970
Chr4	gene	12451198	12455267	+	AT4G23980
Chr4	gene	12456489	12460753	+	AT4G23990
Chr4	gene	12462030	12465625	+	AT4G24000
Chr4	gene	12466345	12469844	+	AT4G24010
Chr4	gene	12469742	12471261	-	AT4G24015
Chr4	gene	12479752	12483993	+	AT4G24020
Chr4	gene	12486202	12486272	-	AT4G24025
Chr4	gene	12486343	12486855	+	AT4G24026
Chr4	gene	12486247	12486633	-	AT4G24030
Chr4	gene	12488183	12491235	+	AT4G24040
Chr4	gene	12497055	12500128	+	AT4G24050
Chr4	gene	12503782	12505646	+	AT4G24060
Chr4	gene	12508895	12509095	+	AT4G24070
Chr4	gene	12511358	12512290	+	AT4G24080
Chr4	gene	12512736	12514592	+	AT4G24090
Chr4	gene	12515076	12519841	+	AT4G24100
Chr4	gene	12519932	12520813	-	AT4G24110
Chr4	gene	12524491	12527341	+	AT4G24120
Chr4	gene	12527753	12528593	+	AT4G24130
Chr4	gene	12529875	12533842	-	AT4G24140
Chr4	gene	12535972	12539387	+	AT4G24150
Chr4	gene	12539777	12542489	+	AT4G24160
Chr4	gene	12543206	12546805	+	AT4G24170
Chr4	gene	12546969	12548960	+	AT4G24175
Chr4	gene	12550356	12551299	-	AT4G24180
Chr4	gene	12551717	12555909	-	AT4G24190
Chr4	gene	12556646	12560944	-	AT4G24200
Chr4	gene	12561780	12562974	-	AT4G24204
Chr4	gene	12563553	12564482	+	AT4G24210
Chr4	gene	12564945	12566755	+	AT4G24220
Chr4	gene	12566631	12568846	-	AT4G24230
Chr4	gene	12568875	12569024	+	AT4G24231
Chr4	gene	12571766	12573725	+	AT4G24240
Chr4	gene	12574812	12577583	-	AT4G24250
Chr4	gene	12577871	12580133	-	AT4G24260
Chr4	gene	12580559	12581165	-	AT4G24265
Chr4	gene	12581601	12587384	-	AT4G24270
Chr4	gene	12588519	12589062	+	AT4G24275
Chr4	gene	12589988	12593630	+	AT4G24280
Chr4	gene	12594282	12598028	+	AT4G24290
Chr4	gene	12598980	12600213	-	AT4G24300
Chr4	gene	12600893	12601675	+	AT4G24310
Chr4	gene	12602298	12603485	-	AT4G24320
Chr4	gene	12603521	12606328	-	AT4G24330
Chr4	gene	12607447	12609252	+	AT4G24340
Chr4	gene	12609528	12611468	+	AT4G24350
Chr4	gene	12611396	12612131	-	AT4G24370
Chr4	gene	12612535	12613719	+	AT4G24380
Chr4	gene	12613076	12616117	-	AT4G24390
Chr4	gene	12617256	12620684	+	AT4G24400
Chr4	gene	12623530	12624039	-	AT4G24410
Chr4	gene	12623536	12626432	+	AT4G24415
Chr4	gene	12627096	12627606	+	AT4G24420
Chr4	gene	12630018	12633075	+	AT4G24430
Chr4	gene	12633180	12634760	+	AT4G24440
Chr4	gene	12635426	12642797	+	AT4G24450
Chr4	gene	12642854	12645501	+	AT4G24460
Chr4	gene	12645542	12647965	+	AT4G24470
Chr4	gene	12649987	12654984	+	AT4G24480
Chr4	gene	12655059	12658336	-	AT4G24490
Chr4	gene	12658444	12660605	+	AT4G24500
Chr4	gene	12660749	12662656	+	AT4G24510
Chr4	gene	12662561	12667199	-	AT4G24520
Chr4	gene	12667358	12670013	-	AT4G24530
Chr4	gene	12670965	12674072	-	AT4G24540
Chr4	gene	12675734	12679040	+	AT4G24550
Chr4	gene	12679210	12684939	-	AT4G24560
Chr4	gene	12686139	12686220	+	AT4G24565
Chr4	gene	12686459	12687650	+	AT4G24570
Chr4	gene	12687879	12694248	-	AT4G24580
Chr4	gene	12696538	12698218	+	AT4G24590
Chr4	gene	12699986	12700478	+	AT4G24600
Chr4	gene	12700597	12708109	-	AT4G24610
Chr4	gene	12708752	12712825	-	AT4G24620
Chr4	gene	12714624	12717111	+	AT4G24630
Chr4	gene	12717788	12719017	+	AT4G24640
Chr4	gene	12719607	12719771	+	AT4G24644
Chr4	gene	12720394	12721443	+	AT4G24650
Chr4	gene	12724743	12725637	-	AT4G24660
Chr4	gene	12727834	12731274	-	AT4G24670
Chr4	gene	12732678	12740051	+	AT4G24680
Chr4	gene	12741033	12744533	+	AT4G24690
Chr4	gene	12744622	12745313	-	AT4G24700
Chr4	gene	12745547	12748995	-	AT4G24710
Chr4	gene	12749278	12754096	-	AT4G24730
Chr4	gene	12754529	12757786	-	AT4G24740
Chr4	gene	12758214	12760908	-	AT4G24750
Chr4	gene	12761283	12763781	-	AT4G24760
Chr4	gene	12766030	12768040	-	AT4G24770
Chr4	gene	12770331	12772479	-	AT4G24780
Chr4	gene	12777558	12781688	+	AT4G24790
Chr4	gene	12781762	12785197	+	AT4G24800
Chr4	gene	12785288	12786249	+	AT4G24805
Chr4	gene	12786130	12789791	-	AT4G24810
Chr4	gene	12789030	12792722	-	AT4G24820
Chr4	gene	12792873	12795974	-	AT4G24830
Chr4	gene	12796247	12800949	-	AT4G24840
Chr4	gene	12801549	12808190	-	AT4G24860
Chr4	gene	12808520	12811377	+	AT4G24880
Chr4	gene	12811479	12814449	-	AT4G24890
Chr4	gene	12814838	12817622	+	AT4G24900
Chr4	gene	12817954	12818901	-	AT4G24910
Chr4	gene	12819511	12820736	-	AT4G24920
Chr4	gene	12821223	12823742	-	AT4G24930
Chr4	gene	12823496	12826200	+	AT4G24940
Chr4	gene	12826282	12826755	+	AT4G24950
Chr4	gene	12827936	12829243	+	AT4G24960
Chr4	gene	12831009	12835449	+	AT4G24970
Chr4	gene	12837353	12839823	+	AT4G24972
Chr4	gene	12840970	12841374	+	AT4G24973
Chr4	gene	12842850	12843363	+	AT4G24974
Chr4	gene	12843802	12844209	+	AT4G24975
Chr4	gene	12846797	12848376	-	AT4G24980
Chr4	gene	12849709	12851633	-	AT4G24990
Chr4	gene	12851969	12853845	-	AT4G25000
Chr4	gene	12854385	12856541	-	AT4G25010
Chr4	gene	12860634	12861975	-	AT4G25020
Chr4	gene	12864614	12866827	+	AT4G25030
Chr4	gene	12868174	12869457	+	AT4G25040
Chr4	gene	12870006	12871316	+	AT4G25050
Chr4	gene	12872446	12876734	+	AT4G25070
Chr4	gene	12876846	12878651	+	AT4G25080
Chr4	gene	12878771	12883701	-	AT4G25090
Chr4	gene	12884300	12887011	-	AT4G25100
Chr4	gene	12887518	12890262	-	AT4G25110
Chr4	gene	12890694	12898501	+	AT4G25120
Chr4	gene	12898591	12900064	-	AT4G25130
Chr4	gene	12900430	12901577	+	AT4G25140
Chr4	gene	12901534	12903125	-	AT4G25150
Chr4	gene	12903191	12907338	-	AT4G25160
Chr4	gene	12909575	12911580	+	AT4G25170
Chr4	gene	12911550	12914014	-	AT4G25180
Chr4	gene	12914183	12916075	-	AT4G25190
Chr4	gene	12917017	12918053	+	AT4G25200
Chr4	gene	12918328	12919742	+	AT4G25210
Chr4	gene	12920927	12922885	+	AT4G25220
Chr4	gene	12922934	12923307	-	AT4G25225
Chr4	gene	12923919	12929156	+	AT4G25230
Chr4	gene	12930402	12933892	+	AT4G25240
Chr4	gene	12934562	12935373	+	AT4G25250
Chr4	gene	12935710	12936658	-	AT4G25260
Chr4	gene	12937253	12938836	-	AT4G25270
Chr4	gene	12938956	12940744	-	AT4G25280
Chr4	gene	12941242	12944994	-	AT4G25290
Chr4	gene	12945173	12946778	+	AT4G25300
Chr4	gene	12949664	12951234	+	AT4G25310
Chr4	gene	12951344	12952870	-	AT4G25315
Chr4	gene	12954077	12956543	+	AT4G25320
Chr4	gene	12957834	12958714	+	AT4G25330
Chr4	gene	12959442	12962699	-	AT4G25340
Chr4	gene	12963382	12966448	-	AT4G25350
Chr4	gene	12969577	12972666	+	AT4G25360
Chr4	gene	12972708	12974870	+	AT4G25370
Chr4	gene	12975936	12976328	-	AT4G25380
Chr4	gene	12977004	12977138	-	AT4G25386
Chr4	gene	12977341	12979568	+	AT4G25390
Chr4	gene	12981295	12982468	+	AT4G25400
Chr4	gene	12985755	12987217	+	AT4G25410
Chr4	gene	12990884	12992458	-	AT4G25420
Chr4	gene	12998361	13000211	+	AT4G25430
Chr4	gene	13001198	13001870	-	AT4G25433
Chr4	gene	13003976	13005863	-	AT4G25434
Chr4	gene	13006234	13006306	-	AT4G25435
Chr4	gene	13006727	13009608	-	AT4G25440
Chr4	gene	13009695	13013971	-	AT4G25450
Chr4	gene	13015277	13016220	-	AT4G25470
Chr4	gene	13018214	13019121	-	AT4G25480
Chr4	gene	13021780	13022725	-	AT4G25490
Chr4	gene	13024571	13027484	+	AT4G25500
Chr4	gene	13027443	13028036	-	AT4G25510
Chr4	gene	13028219	13031799	+	AT4G25515
Chr4	gene	13032178	13036213	-	AT4G25520
Chr4	gene	13038360	13042443	+	AT4G25530
Chr4	gene	13042557	13048213	-	AT4G25540
Chr4	gene	13048377	13051169	+	AT4G25550
Chr4	gene	13052555	13053618	+	AT4G25560
Chr4	gene	13053686	13055623	-	AT4G25570
Chr4	gene	13056184	13058802	+	AT4G25580
Chr4	gene	13058832	13058913	-	AT4G25585
Chr4	gene	13058936	13060107	-	AT4G25590
Chr4	gene	13060659	13062595	+	AT4G25600
Chr4	gene	13063264	13067228	+	AT4G25610
Chr4	gene	13067186	13069679	-	AT4G25620
Chr4	gene	13074133	13076429	+	AT4G25630
Chr4	gene	13075563	13075635	+	AT4G25631
Chr4	gene	13076574	13076657	-	AT4G25635
Chr4	gene	13076444	13079052	-	AT4G25640
Chr4	gene	13080901	13083197	-	AT4G25650
Chr4	gene	13083407	13085188	+	AT4G25660
Chr4	gene	13085198	13087090	-	AT4G25670
Chr4	gene	13085218	13087090	-	AT4G25672
Chr4	gene	13088166	13090161	+	AT4G25680
Chr4	gene	13090209	13091798	-	AT4G25690
Chr4	gene	13090209	13091797	-	AT4G25692
Chr4	gene	13093934	13095935	-	AT4G25700
Chr4	gene	13097640	13097762	-	AT4G25707
Chr4	gene	13098141	13099578	-	AT4G25710
Chr4	gene	13099788	13101017	+	AT4G25719
Chr4	gene	13099812	13102578	-	AT4G25720
Chr4	gene	13102679	13106780	-	AT4G25730
Chr4	gene	13107250	13108827	-	AT4G25740
Chr4	gene	13110627	13112360	-	AT4G25750
Chr4	gene	13116076	13116838	+	AT4G25760
Chr4	gene	13117525	13120118	-	AT4G25770
Chr4	gene	13121068	13121955	+	AT4G25780
Chr4	gene	13122152	13123347	-	AT4G25790
Chr4	gene	13124898	13127953	+	AT4G25800
Chr4	gene	13128643	13129884	+	AT4G25810
Chr4	gene	13130297	13131788	+	AT4G25820
Chr4	gene	13133529	13135024	+	AT4G25830
Chr4	gene	13136107	13137859	+	AT4G25835
Chr4	gene	13139015	13140960	+	AT4G25840
Chr4	gene	13142088	13142821	+	AT4G25845
Chr4	gene	13142164	13146930	+	AT4G25850
Chr4	gene	13147326	13149606	+	AT4G25860
Chr4	gene	13149691	13152277	-	AT4G25870
Chr4	gene	13154708	13159382	+	AT4G25880
Chr4	gene	13154711	13155033	-	AT4G25885
Chr4	gene	13159484	13160495	-	AT4G25890
Chr4	gene	13161346	13163636	+	AT4G25900
Chr4	gene	13163929	13165205	+	AT4G25910
Chr4	gene	13165475	13166872	+	AT4G25920
Chr4	gene	13168127	13169393	+	AT4G25930
Chr4	gene	13169641	13172881	-	AT4G25940
Chr4	gene	13173753	13174335	-	AT4G25950
Chr4	gene	13177409	13183631	+	AT4G25960
Chr4	gene	13184114	13189435	+	AT4G25970
Chr4	gene	13189393	13191507	+	AT4G25980
Chr4	gene	13191690	13193543	-	AT4G25990
Chr4	gene	13197246	13199836	+	AT4G26000
Chr4	gene	13200279	13200401	-	AT4G26005
Chr4	gene	13200593	13201941	+	AT4G26010
Chr4	gene	13202013	13204049	-	AT4G26020
Chr4	gene	13205537	13206199	+	AT4G26030
Chr4	gene	13206835	13207203	+	AT4G26040
Chr4	gene	13210459	13213477	+	AT4G26050
Chr4	gene	13214098	13214429	-	AT4G26055
Chr4	gene	13214746	13216461	-	AT4G26060
Chr4	gene	13217649	13219933	+	AT4G26070
Chr4	gene	13219961	13222284	-	AT4G26080
Chr4	gene	13224338	13227872	+	AT4G26090
Chr4	gene	13224338	13227622	-	AT4G26095
Chr4	gene	13227450	13230797	-	AT4G26100
Chr4	gene	13232595	13235879	+	AT4G26110
Chr4	gene	13236448	13238487	+	AT4G26120
Chr4	gene	13239979	13241283	-	AT4G26130
Chr4	gene	13243076	13247926	-	AT4G26140
Chr4	gene	13253210	13254904	+	AT4G26150
Chr4	gene	13255251	13256760	+	AT4G26160
Chr4	gene	13256930	13259382	+	AT4G26170
Chr4	gene	13260061	13262035	-	AT4G26180
Chr4	gene	13262236	13266966	-	AT4G26190
Chr4	gene	13275307	13277188	+	AT4G26200
Chr4	gene	13281937	13283402	+	AT4G26210
Chr4	gene	13283576	13285323	+	AT4G26220
Chr4	gene	13285423	13285494	-	AT4G26225
Chr4	gene	13285825	13286791	+	AT4G26230
Chr4	gene	13286774	13288971	-	AT4G26240
Chr4	gene	13289641	13291084	+	AT4G26250
Chr4	gene	13293941	13296465	+	AT4G26255
Chr4	gene	13297698	13300387	+	AT4G26260
Chr4	gene	13300795	13304347	-	AT4G26270
Chr4	gene	13304721	13305722	-	AT4G26280
Chr4	gene	13307461	13308953	+	AT4G26288
Chr4	gene	13307595	13307822	-	AT4G26290
Chr4	gene	13307977	13313109	-	AT4G26300
Chr4	gene	13313770	13316238	-	AT4G26310
Chr4	gene	13317100	13317470	-	AT4G26320
Chr4	gene	13320408	13323461	+	AT4G26330
Chr4	gene	13324130	13325590	+	AT4G26340
Chr4	gene	13326853	13328315	+	AT4G26350
Chr4	gene	13332834	13332911	-	AT4G26365
Chr4	gene	13333724	13336230	-	AT4G26370
Chr4	gene	13336337	13336410	-	AT4G26375
Chr4	gene	13338078	13341560	+	AT4G26380
Chr4	gene	13341493	13341566	-	AT4G26385
Chr4	gene	13342207	13344418	+	AT4G26390
Chr4	gene	13344808	13346597	-	AT4G26400
Chr4	gene	13346654	13349016	+	AT4G26410
Chr4	gene	13350796	13352569	-	AT4G26420
Chr4	gene	13354992	13357602	+	AT4G26430
Chr4	gene	13357596	13359551	-	AT4G26440
Chr4	gene	13362556	13364935	+	AT4G26450
Chr4	gene	13365368	13367497	+	AT4G26455
Chr4	gene	13369533	13370011	+	AT4G26460
Chr4	gene	13367645	13368629	-	AT4G26466
Chr4	gene	13371066	13372460	+	AT4G26470
Chr4	gene	13372422	13375963	-	AT4G26480
Chr4	gene	13376647	13376970	-	AT4G26483
Chr4	gene	13377685	13378390	-	AT4G26485
Chr4	gene	13380345	13381625	-	AT4G26488
Chr4	gene	13380409	13381440	+	AT4G26490
Chr4	gene	13382198	13383641	-	AT4G26500
Chr4	gene	13384062	13388290	+	AT4G26510
Chr4	gene	13388386	13390374	+	AT4G26520
Chr4	gene	13391293	13393107	+	AT4G26530
Chr4	gene	13394522	13398112	-	AT4G26540
Chr4	gene	13395493	13397838	+	AT4G26542
Chr4	gene	13402515	13404345	-	AT4G26550
Chr4	gene	13404465	13406245	-	AT4G26555
Chr4	gene	13406733	13407973	-	AT4G26560
Chr4	gene	13408422	13411070	-	AT4G26570
Chr4	gene	13411444	13413178	-	AT4G26580
Chr4	gene	13413579	13414943	+	AT4G26582
Chr4	gene	13413973	13417055	-	AT4G26590
Chr4	gene	13419567	13423790	+	AT4G26600
Chr4	gene	13424549	13427319	+	AT4G26610
Chr4	gene	13427411	13429964	-	AT4G26620
Chr4	gene	13430527	13435770	-	AT4G26630
Chr4	gene	13437071	13440835	-	AT4G26640
Chr4	gene	13444850	13448212	+	AT4G26650
Chr4	gene	13448684	13452016	+	AT4G26660
Chr4	gene	13452117	13453984	+	AT4G26670
Chr4	gene	13454557	13454629	+	AT4G26675
Chr4	gene	13454853	13456631	+	AT4G26680
Chr4	gene	13456434	13460060	-	AT4G26690
Chr4	gene	13463116	13467601	+	AT4G26700
Chr4	gene	13467625	13468273	+	AT4G26701
Chr4	gene	13468549	13469935	+	AT4G26710
Chr4	gene	13470032	13472342	-	AT4G26720
Chr4	gene	13472579	13473309	+	AT4G26730
Chr4	gene	13473516	13475328	-	AT4G26740
Chr4	gene	13475694	13478523	-	AT4G26750
Chr4	gene	13478592	13481808	-	AT4G26760
Chr4	gene	13482074	13484849	+	AT4G26770
Chr4	gene	13484839	13486771	-	AT4G26780
Chr4	gene	13487457	13489376	+	AT4G26790
Chr4	gene	13487209	13489601	-	AT4G26795
Chr4	gene	13489835	13492054	+	AT4G26800
Chr4	gene	13492078	13492932	-	AT4G26810
Chr4	gene	13493453	13494181	-	AT4G26820
Chr4	gene	13494572	13496487	-	AT4G26830
Chr4	gene	13497326	13498730	+	AT4G26840
Chr4	gene	13499010	13501648	-	AT4G26850
Chr4	gene	13503086	13504780	-	AT4G26860
Chr4	gene	13505331	13507870	+	AT4G26870
Chr4	gene	13508265	13508723	-	AT4G26880
